"","prot","annot","sulf_id","blast","id"
"945","R1_28_31169","GH16_11",NA,"dbCAN_id",48.4
"946","R1_28_53423","GH16_11",41,"nr_id",45.4
"947","R1_28_53423","GH16_11",41,"self_id",83.3
"948","R1_28_53423","GH16_11",41,"dbCAN_id",45.4
"949","R1_28_70857","GH16_11",37.1,"nr_id",46
"950","R1_28_70857","GH16_11",37.1,"self_id",100
"951","R1_28_70857","GH16_11",37.1,"dbCAN_id",46.4
"952","R1_28_77503","GH16_11",41.2,"nr_id",52.4
"953","R1_28_77503","GH16_11",41.2,"self_id",58.2
"954","R1_28_77503","GH16_11",41.2,"dbCAN_id",49.8
"955","R1_6_18910","GH16_11",40.7,"nr_id",44.2
"956","R1_6_18910","GH16_11",40.7,"self_id",65.4
"957","R1_6_18910","GH16_11",40.7,"dbCAN_id",49.3
"958","R1_6_32775","GH16_11",36.2,"nr_id",48.6
"959","R1_6_32775","GH16_11",36.2,"self_id",65.4
"960","R1_6_32775","GH16_11",36.2,"dbCAN_id",56.6
"961","R1_6_45405","GH16_11",41.9,"nr_id",43.7
"962","R1_6_45405","GH16_11",41.9,"self_id",81.6
"963","R1_6_45405","GH16_11",41.9,"dbCAN_id",45.5
"964","F5HG2_06038","GH16_12",NA,"nr_id",52
"965","F5HG2_06038","GH16_12",NA,"self_id",100
"966","F5HG2_06038","GH16_12",NA,"dbCAN_id",51.8
"967","F5HG3_05846","GH16_12",NA,"nr_id",52
"968","F5HG3_05846","GH16_12",NA,"self_id",100
"969","F5HG3_05846","GH16_12",NA,"dbCAN_id",51.8
"970","F5HG3_21859","GH16_12",26.7,"nr_id",54
"971","F5HG3_21859","GH16_12",26.7,"self_id",72.7
"972","F5HG3_21859","GH16_12",26.7,"dbCAN_id",51.6
"973","F6GI4_03610","GH16_12",39.9,"nr_id",62.7
"974","F6GI4_03610","GH16_12",39.9,"self_id",41.8
"975","F6GI4_03610","GH16_12",39.9,"dbCAN_id",62.7
"976","F6GI4_08414","GH16_12",NA,"nr_id",57.6
"977","F6GI4_08414","GH16_12",NA,"self_id",41.9
"978","F6GI4_08414","GH16_12",NA,"dbCAN_id",55.2
"979","F6HG2_04976","GH16_12",33,"nr_id",33.3
"980","F6HG2_04976","GH16_12",33,"self_id",33.3
"981","F6HG2_04976","GH16_12",33,"dbCAN_id",30.5
"982","F7HG2_01729","GH16_12",NA,"nr_id",40.9
"983","F7HG2_01729","GH16_12",NA,"self_id",100
"984","F7HG2_01729","GH16_12",NA,"dbCAN_id",38.2
"985","F7HG2_15937","GH16_12",NA,"nr_id",53.1
"986","F7HG2_15937","GH16_12",NA,"self_id",72.7
"987","F7HG2_15937","GH16_12",NA,"dbCAN_id",47.8
"988","F7HG2_36689","GH16_12",27.8,"nr_id",54.5
"989","F7HG2_36689","GH16_12",27.8,"self_id",100
"990","F7HG2_36689","GH16_12",27.8,"dbCAN_id",54.3
"991","F7HG2_48458","GH16_12",28.2,"nr_id",53.3
"992","F7HG2_48458","GH16_12",28.2,"self_id",75.5
"993","F7HG2_48458","GH16_12",28.2,"dbCAN_id",53
"994","F7HG2_49847","GH16_12",28.5,"nr_id",57.8
"995","F7HG2_49847","GH16_12",28.5,"self_id",100
"996","F7HG2_49847","GH16_12",28.5,"dbCAN_id",48.1
"997","F7HG2_67607","GH16_12",NA,"nr_id",53.2
"998","F7HG2_67607","GH16_12",NA,"self_id",99.6
"999","F7HG2_67607","GH16_12",NA,"dbCAN_id",51.1
"1000","F7HG3_00945","GH16_12",NA,"nr_id",40.9
"1001","F7HG3_00945","GH16_12",NA,"self_id",100
"1002","F7HG3_00945","GH16_12",NA,"dbCAN_id",38.2
"1003","F7HG3_05875","GH16_12",29.3,"nr_id",50.3
"1004","F7HG3_05875","GH16_12",29.3,"self_id",100
"1005","F7HG3_05875","GH16_12",29.3,"dbCAN_id",50
"1006","F7HG3_06536","GH16_12",28.7,"nr_id",52.2
"1007","F7HG3_06536","GH16_12",28.7,"self_id",100
"1008","F7HG3_06536","GH16_12",28.7,"dbCAN_id",54.9
"1009","F7HG3_18984","GH16_12",27.8,"nr_id",54.5
"1010","F7HG3_18984","GH16_12",27.8,"self_id",100
"1011","F7HG3_18984","GH16_12",27.8,"dbCAN_id",54.3
"1012","R1_25_09274","GH16_12",38.4,"nr_id",57.8
"1013","R1_25_09274","GH16_12",38.4,"self_id",60.4
"1014","R1_25_09274","GH16_12",38.4,"dbCAN_id",57.5
"1015","R1_25_13460","GH16_12",38.4,"nr_id",67
"1016","R1_25_13460","GH16_12",38.4,"self_id",72.4
"1017","R1_25_13460","GH16_12",38.4,"dbCAN_id",67
"1018","R1_28_05924","GH16_12",NA,"nr_id",40.9
"1019","R1_28_05924","GH16_12",NA,"self_id",100
"1020","R1_28_05924","GH16_12",NA,"dbCAN_id",38.2
"1021","R1_28_09102","GH16_12",29.3,"nr_id",50.3
"1022","R1_28_09102","GH16_12",29.3,"self_id",100
"1023","R1_28_09102","GH16_12",29.3,"dbCAN_id",50
"1024","R1_28_10623","GH16_12",36.6,"nr_id",64.3
"1025","R1_28_10623","GH16_12",36.6,"self_id",81
"1026","R1_28_10623","GH16_12",36.6,"dbCAN_id",64.3
"1027","R1_28_13015","GH16_12",NA,"nr_id",43.8
"1028","R1_28_13015","GH16_12",NA,"self_id",45.6
"1029","R1_28_13015","GH16_12",NA,"dbCAN_id",40.9
"1030","R1_28_16327","GH16_12",28.7,"nr_id",52.2
"1031","R1_28_16327","GH16_12",28.7,"self_id",100
"1032","R1_28_16327","GH16_12",28.7,"dbCAN_id",54.9
"1033","R1_28_18520","GH16_12",NA,"nr_id",54.4
"1034","R1_28_18520","GH16_12",NA,"self_id",77.7
"1035","R1_28_18520","GH16_12",NA,"dbCAN_id",54.1
"1036","R1_28_25090","GH16_12",NA,"nr_id",52.3
"1037","R1_28_25090","GH16_12",NA,"self_id",49.5
"1038","R1_28_25090","GH16_12",NA,"dbCAN_id",45.3
"1039","R1_28_28915","GH16_12",29.2,"nr_id",51.5
"1040","R1_28_28915","GH16_12",29.2,"self_id",100
"1041","R1_28_28915","GH16_12",29.2,"dbCAN_id",52.3
"1042","R1_28_35934","GH16_12",NA,"nr_id",62.3
"1043","R1_28_35934","GH16_12",NA,"self_id",78.9
"1044","R1_28_35934","GH16_12",NA,"dbCAN_id",62.3
"1045","R1_28_46845","GH16_12",36.7,"nr_id",65.3
"1046","R1_28_46845","GH16_12",36.7,"self_id",81
"1047","R1_28_46845","GH16_12",36.7,"dbCAN_id",65.3
"1048","R1_28_54586","GH16_12",28.5,"nr_id",57.8
"1049","R1_28_54586","GH16_12",28.5,"self_id",100
"1050","R1_28_54586","GH16_12",28.5,"dbCAN_id",48.1
"1051","R1_28_71643","GH16_12",NA,"nr_id",48.3
"1052","R1_28_71643","GH16_12",NA,"self_id",99.6
"1053","R1_28_71643","GH16_12",NA,"dbCAN_id",46.4
"1054","R1_28_78332","GH16_12",36.8,"nr_id",52.1
"1055","R1_28_78332","GH16_12",36.8,"self_id",62.1
"1056","R1_28_78332","GH16_12",36.8,"dbCAN_id",51.9
"1057","R1_6_20397","GH16_12",38.3,"nr_id",67.8
"1058","R1_6_20397","GH16_12",38.3,"self_id",72.4
"1059","R1_6_20397","GH16_12",38.3,"dbCAN_id",66.7
"1060","R1_6_41868","GH16_12",32.6,"nr_id",56.4
"1061","R1_6_41868","GH16_12",32.6,"self_id",72.1
"1062","R1_6_41868","GH16_12",32.6,"dbCAN_id",66.5
"1063","F5HG2_05038","GH16_16",NA,"nr_id",71.7
"1064","F5HG2_05038","GH16_16",NA,"self_id",100
"1065","F5HG2_05038","GH16_16",NA,"dbCAN_id",71.7
"1066","F5HG2_05175","GH16_16",NA,"nr_id",57.4
"1067","F5HG2_05175","GH16_16",NA,"self_id",100
"1068","F5HG2_05175","GH16_16",NA,"dbCAN_id",56.7
"1069","F5HG3_06239","GH16_16",NA,"nr_id",71.7
"1070","F5HG3_06239","GH16_16",NA,"self_id",100
"1071","F5HG3_06239","GH16_16",NA,"dbCAN_id",71.7
"1072","F5HG3_06843","GH16_16",NA,"nr_id",57.4
"1073","F5HG3_06843","GH16_16",NA,"self_id",100
"1074","F5HG3_06843","GH16_16",NA,"dbCAN_id",56.7
"1075","F6GI4_17541","GH16_16",NA,"nr_id",67.1
"1076","F6GI4_17541","GH16_16",NA,"self_id",69
"1077","F6GI4_17541","GH16_16",NA,"dbCAN_id",67.1
"1078","F6HG2_45737","GH16_16",NA,"nr_id",45.4
"1079","F6HG2_45737","GH16_16",NA,"self_id",99.8
"1080","F6HG2_45737","GH16_16",NA,"dbCAN_id",43.2
"1081","F6HG3_67489","GH16_16",NA,"nr_id",45.4
"1082","F6HG3_67489","GH16_16",NA,"self_id",99.8
"1083","F6HG3_67489","GH16_16",NA,"dbCAN_id",43.2
"1084","F7HG2_02699","GH16_16",NA,"nr_id",51.3
"1085","F7HG2_02699","GH16_16",NA,"self_id",100
"1086","F7HG2_02699","GH16_16",NA,"dbCAN_id",52.5
"1087","F7HG2_05127","GH16_16",NA,"nr_id",68.4
"1088","F7HG2_05127","GH16_16",NA,"self_id",100
"1089","F7HG2_05127","GH16_16",NA,"dbCAN_id",68.4
"1090","F7HG2_09479","GH16_16",NA,"nr_id",57.2
"1091","F7HG2_09479","GH16_16",NA,"self_id",100
"1092","F7HG2_09479","GH16_16",NA,"dbCAN_id",57.1
"1093","F7HG2_10119","GH16_16",NA,"nr_id",52.7
"1094","F7HG2_10119","GH16_16",NA,"self_id",NA
"1095","F7HG2_10119","GH16_16",NA,"dbCAN_id",NA
"1096","F7HG3_05272","GH16_16",NA,"nr_id",57.2
"1097","F7HG3_05272","GH16_16",NA,"self_id",100
"1098","F7HG3_05272","GH16_16",NA,"dbCAN_id",57.1
"1099","F7HG3_05649","GH16_16",NA,"nr_id",68.4
"1100","F7HG3_05649","GH16_16",NA,"self_id",100
"1101","F7HG3_05649","GH16_16",NA,"dbCAN_id",68.4
"1102","F7HG3_10228","GH16_16",NA,"nr_id",51.3
"1103","F7HG3_10228","GH16_16",NA,"self_id",100
"1104","F7HG3_10228","GH16_16",NA,"dbCAN_id",52.5
"1105","F8HG2_06616","GH16_16",NA,"nr_id",71
"1106","F8HG2_06616","GH16_16",NA,"self_id",87.4
"1107","F8HG2_06616","GH16_16",NA,"dbCAN_id",71
"1108","R1_25_11468","GH16_16",NA,"nr_id",64
"1109","R1_25_11468","GH16_16",NA,"self_id",40.2
"1110","R1_25_11468","GH16_16",NA,"dbCAN_id",64.2
"1111","R1_25_13216","GH16_16",NA,"nr_id",81
"1112","R1_25_13216","GH16_16",NA,"self_id",98.5
"1113","R1_25_13216","GH16_16",NA,"dbCAN_id",81
"1114","R1_28_02484","GH16_16",NA,"nr_id",68.4
"1115","R1_28_02484","GH16_16",NA,"self_id",100
"1116","R1_28_02484","GH16_16",NA,"dbCAN_id",68.4
"1117","R1_28_07664","GH16_16",NA,"nr_id",51.3
"1118","R1_28_07664","GH16_16",NA,"self_id",100
"1119","R1_28_07664","GH16_16",NA,"dbCAN_id",52.5
"1120","R1_28_15426","GH16_16",NA,"nr_id",57.2
"1121","R1_28_15426","GH16_16",NA,"self_id",100
"1122","R1_28_15426","GH16_16",NA,"dbCAN_id",57.1
"1123","R1_28_29080","GH16_16",NA,"nr_id",72.5
"1124","R1_28_29080","GH16_16",NA,"self_id",74.8
"1125","R1_28_29080","GH16_16",NA,"dbCAN_id",72.2
"1126","R1_28_70126","GH16_16",NA,"nr_id",52.7
"1127","R1_28_70126","GH16_16",NA,"self_id",60.1
"1128","R1_28_70126","GH16_16",NA,"dbCAN_id",52.7
"1129","R1_6_16594","GH16_16",NA,"nr_id",64.2
"1130","R1_6_16594","GH16_16",NA,"self_id",69.6
"1131","R1_6_16594","GH16_16",NA,"dbCAN_id",68.7
"1132","R1_6_18945","GH16_16",NA,"nr_id",60.4
"1133","R1_6_18945","GH16_16",NA,"self_id",67
"1134","R1_6_18945","GH16_16",NA,"dbCAN_id",60.4
"1135","R1_6_24758","GH16_16",NA,"nr_id",61.9
"1136","R1_6_24758","GH16_16",NA,"self_id",67
"1137","R1_6_24758","GH16_16",NA,"dbCAN_id",61.2
"1138","R1_6_45640","GH16_16",NA,"nr_id",81.6
"1139","R1_6_45640","GH16_16",NA,"self_id",98.5
"1140","R1_6_45640","GH16_16",NA,"dbCAN_id",81.6
"1141","F6GI4_51584","GH165",32.9,"nr_id",61.6
"1142","F6GI4_51584","GH165",32.9,"self_id",87.2
"1143","F6GI4_51584","GH165",32.9,"dbCAN_id",55.4
"1144","F6GI4_51585","GH165",NA,"nr_id",59.7
"1145","F6GI4_51585","GH165",NA,"self_id",89.1
"1146","F6GI4_51585","GH165",NA,"dbCAN_id",58.7
"1147","F6HG2_39114","GH165",NA,"nr_id",71.9
"1148","F6HG2_39114","GH165",NA,"self_id",46.1
"1149","F6HG2_39114","GH165",NA,"dbCAN_id",71.9
"1150","F6HG2_39115","GH165",33.6,"nr_id",61.2
"1151","F6HG2_39115","GH165",33.6,"self_id",87.2
"1152","F6HG2_39115","GH165",33.6,"dbCAN_id",55.9
"1153","F6HG2_77824","GH165",NA,"nr_id",64.6
"1154","F6HG2_77824","GH165",NA,"self_id",48.7
"1155","F6HG2_77824","GH165",NA,"dbCAN_id",60.7
"1156","R1_6_18511","GH165",NA,"nr_id",74.6
"1157","R1_6_18511","GH165",NA,"self_id",NA
"1158","R1_6_18511","GH165",NA,"dbCAN_id",44
"1159","R1_6_22323","GH165",NA,"nr_id",47.7
"1160","R1_6_22323","GH165",NA,"self_id",NA
"1161","R1_6_22323","GH165",NA,"dbCAN_id",NA
"1162","F5HG2_05164","GH29",37.8,"nr_id",63.3
"1163","F5HG2_05164","GH29",37.8,"self_id",100
"1164","F5HG2_05164","GH29",37.8,"dbCAN_id",63.3
"1165","F5HG2_05165","GH29",40.5,"nr_id",68.9
"1166","F5HG2_05165","GH29",40.5,"self_id",100
"1167","F5HG2_05165","GH29",40.5,"dbCAN_id",67
"1168","F5HG3_06853","GH29",40.5,"nr_id",68.9
"1169","F5HG3_06853","GH29",40.5,"self_id",100
"1170","F5HG3_06853","GH29",40.5,"dbCAN_id",67
"1171","F5HG3_06854","GH29",37.8,"nr_id",63.3
"1172","F5HG3_06854","GH29",37.8,"self_id",100
"1173","F5HG3_06854","GH29",37.8,"dbCAN_id",63.3
"1174","F5HG3_11726","GH29",38,"nr_id",63.8
"1175","F5HG3_11726","GH29",38,"self_id",69.6
"1176","F5HG3_11726","GH29",38,"dbCAN_id",63.8
"1177","F5HG3_11729","GH29",40.4,"nr_id",68.4
"1178","F5HG3_11729","GH29",40.4,"self_id",74.4
"1179","F5HG3_11729","GH29",40.4,"dbCAN_id",67.8
"1180","F5HG3_34617","GH29",34.2,"nr_id",53.7
"1181","F5HG3_34617","GH29",34.2,"self_id",57.1
"1182","F5HG3_34617","GH29",34.2,"dbCAN_id",53.7
"1183","F5HG3_40314","GH29",26.7,"nr_id",60.4
"1184","F5HG3_40314","GH29",26.7,"self_id",77.5
"1185","F5HG3_40314","GH29",26.7,"dbCAN_id",54.5
"1186","F6GI4_09912","GH29",29.5,"nr_id",64
"1187","F6GI4_09912","GH29",29.5,"self_id",100
"1188","F6GI4_09912","GH29",29.5,"dbCAN_id",64
"1189","F6GI4_18312","GH29",36.3,"nr_id",59.5
"1190","F6GI4_18312","GH29",36.3,"self_id",85.1
"1191","F6GI4_18312","GH29",36.3,"dbCAN_id",58.4
"1192","F6GI4_20174","GH29",30.3,"nr_id",58.9
"1193","F6GI4_20174","GH29",30.3,"self_id",69.7
"1194","F6GI4_20174","GH29",30.3,"dbCAN_id",55.4
"1195","F6GI4_30640","GH29",31.1,"nr_id",38.2
"1196","F6GI4_30640","GH29",31.1,"self_id",100
"1197","F6GI4_30640","GH29",31.1,"dbCAN_id",30.2
"1198","F6GI4_38730","GH29",31.9,"nr_id",57.8
"1199","F6GI4_38730","GH29",31.9,"self_id",62.6
"1200","F6GI4_38730","GH29",31.9,"dbCAN_id",58.1
"1201","F6HG2_07837","GH29",34,"nr_id",57.7
"1202","F6HG2_07837","GH29",34,"self_id",100
"1203","F6HG2_07837","GH29",34,"dbCAN_id",50
"1204","F6HG2_11676","GH29",36.4,"nr_id",64.5
"1205","F6HG2_11676","GH29",36.4,"self_id",74.2
"1206","F6HG2_11676","GH29",36.4,"dbCAN_id",64.5
"1207","F6HG2_12025","GH29",32.9,"nr_id",52.2
"1208","F6HG2_12025","GH29",32.9,"self_id",100
"1209","F6HG2_12025","GH29",32.9,"dbCAN_id",48.9
"1210","F6HG2_14493","GH29",31.1,"nr_id",38.2
"1211","F6HG2_14493","GH29",31.1,"self_id",100
"1212","F6HG2_14493","GH29",31.1,"dbCAN_id",30.2
"1213","F6HG2_20180","GH29",31.3,"nr_id",66.6
"1214","F6HG2_20180","GH29",31.3,"self_id",34.8
"1215","F6HG2_20180","GH29",31.3,"dbCAN_id",62.9
"1216","F6HG2_33330","GH29",34.3,"nr_id",70.3
"1217","F6HG2_33330","GH29",34.3,"self_id",100
"1218","F6HG2_33330","GH29",34.3,"dbCAN_id",61.7
"1219","F6HG2_63473","GH29",27.1,"nr_id",69.9
"1220","F6HG2_63473","GH29",27.1,"self_id",70.3
"1221","F6HG2_63473","GH29",27.1,"dbCAN_id",45.7
"1222","F6HG2_64423","GH29",33.3,"nr_id",62.1
"1223","F6HG2_64423","GH29",33.3,"self_id",97.2
"1224","F6HG2_64423","GH29",33.3,"dbCAN_id",58.1
"1225","F6HG3_08589","GH29",34,"nr_id",57.7
"1226","F6HG3_08589","GH29",34,"self_id",100
"1227","F6HG3_08589","GH29",34,"dbCAN_id",50
"1228","F6HG3_15062","GH29",31.1,"nr_id",38.2
"1229","F6HG3_15062","GH29",31.1,"self_id",100
"1230","F6HG3_15062","GH29",31.1,"dbCAN_id",30.2
"1231","F6HG3_17370","GH29",34.3,"nr_id",70.3
"1232","F6HG3_17370","GH29",34.3,"self_id",100
"1233","F6HG3_17370","GH29",34.3,"dbCAN_id",61.7
"1234","F6HG3_19532","GH29",31.7,"nr_id",60
"1235","F6HG3_19532","GH29",31.7,"self_id",67.3
"1236","F6HG3_19532","GH29",31.7,"dbCAN_id",59
"1237","F6HG3_19533","GH29",32.1,"nr_id",58.5
"1238","F6HG3_19533","GH29",32.1,"self_id",79.4
"1239","F6HG3_19533","GH29",32.1,"dbCAN_id",61.2
"1240","F6HG3_19534","GH29",33.8,"nr_id",60
"1241","F6HG3_19534","GH29",33.8,"self_id",79.4
"1242","F6HG3_19534","GH29",33.8,"dbCAN_id",61.7
"1243","F6HG3_27852","GH29",29.5,"nr_id",64
"1244","F6HG3_27852","GH29",29.5,"self_id",100
"1245","F6HG3_27852","GH29",29.5,"dbCAN_id",64
"1246","F6HG3_35067","GH29",30.7,"nr_id",48.8
"1247","F6HG3_35067","GH29",30.7,"self_id",41.9
"1248","F6HG3_35067","GH29",30.7,"dbCAN_id",42.7
"1249","F6HG3_43915","GH29",37,"nr_id",48.7
"1250","F6HG3_43915","GH29",37,"self_id",46.5
"1251","F6HG3_43915","GH29",37,"dbCAN_id",45.5
"1252","F6HG3_44952","GH29",NA,"nr_id",60.6
"1253","F6HG3_44952","GH29",NA,"self_id",88.1
"1254","F6HG3_44952","GH29",NA,"dbCAN_id",51.8
"1255","F6HG3_50184","GH29",32.9,"nr_id",52.2
"1256","F6HG3_50184","GH29",32.9,"self_id",100
"1257","F6HG3_50184","GH29",32.9,"dbCAN_id",48.9
"1258","F6HG3_55747","GH29",27.6,"nr_id",58.1
"1259","F6HG3_55747","GH29",27.6,"self_id",30.6
"1260","F6HG3_55747","GH29",27.6,"dbCAN_id",55.4
"1261","F6HG3_57525","GH29",NA,"nr_id",40.9
"1262","F6HG3_57525","GH29",NA,"self_id",64.4
"1263","F6HG3_57525","GH29",NA,"dbCAN_id",37.2
"1264","F6HG3_82314","GH29",37.8,"nr_id",53.8
"1265","F6HG3_82314","GH29",37.8,"self_id",68.9
"1266","F6HG3_82314","GH29",37.8,"dbCAN_id",54
"1267","F6HG3_82947","GH29",33.9,"nr_id",50.6
"1268","F6HG3_82947","GH29",33.9,"self_id",66
"1269","F6HG3_82947","GH29",33.9,"dbCAN_id",44.9
"1270","F6HG3_98313","GH29",33.2,"nr_id",62.5
"1271","F6HG3_98313","GH29",33.2,"self_id",97.2
"1272","F6HG3_98313","GH29",33.2,"dbCAN_id",58.1
"1273","F7HG2_02775","GH29",31.4,"nr_id",59.8
"1274","F7HG2_02775","GH29",31.4,"self_id",100
"1275","F7HG2_02775","GH29",31.4,"dbCAN_id",58.9
"1276","F7HG2_03237","GH29",36,"nr_id",76.4
"1277","F7HG2_03237","GH29",36,"self_id",100
"1278","F7HG2_03237","GH29",36,"dbCAN_id",60
"1279","F7HG2_04574","GH29",34,"nr_id",61.2
"1280","F7HG2_04574","GH29",34,"self_id",100
"1281","F7HG2_04574","GH29",34,"dbCAN_id",60
"1282","F7HG2_06369","GH29",32.5,"nr_id",58.2
"1283","F7HG2_06369","GH29",32.5,"self_id",77.3
"1284","F7HG2_06369","GH29",32.5,"dbCAN_id",54.9
"1285","F7HG2_08421","GH29",29.4,"nr_id",58
"1286","F7HG2_08421","GH29",29.4,"self_id",100
"1287","F7HG2_08421","GH29",29.4,"dbCAN_id",58.4
"1288","F7HG2_09140","GH29",33.1,"nr_id",73.4
"1289","F7HG2_09140","GH29",33.1,"self_id",40.4
"1290","F7HG2_09140","GH29",33.1,"dbCAN_id",41.7
"1291","F7HG2_09780","GH29",34.1,"nr_id",69.7
"1292","F7HG2_09780","GH29",34.1,"self_id",100
"1293","F7HG2_09780","GH29",34.1,"dbCAN_id",69.7
"1294","F7HG2_10135","GH29",37.2,"nr_id",61.6
"1295","F7HG2_10135","GH29",37.2,"self_id",100
"1296","F7HG2_10135","GH29",37.2,"dbCAN_id",59
"1297","F7HG2_10139","GH29",34.6,"nr_id",54.3
"1298","F7HG2_10139","GH29",34.6,"self_id",100
"1299","F7HG2_10139","GH29",34.6,"dbCAN_id",54.3
"1300","F7HG2_10149","GH29",31.7,"nr_id",69.1
"1301","F7HG2_10149","GH29",31.7,"self_id",100
"1302","F7HG2_10149","GH29",31.7,"dbCAN_id",62.2
"1303","F7HG2_10408","GH29",34.7,"nr_id",51.5
"1304","F7HG2_10408","GH29",34.7,"self_id",59.8
"1305","F7HG2_10408","GH29",34.7,"dbCAN_id",51.5
"1306","F7HG2_10420","GH29",32.3,"nr_id",48.3
"1307","F7HG2_10420","GH29",32.3,"self_id",100
"1308","F7HG2_10420","GH29",32.3,"dbCAN_id",48.3
"1309","F7HG2_10449","GH29",37.2,"nr_id",74.8
"1310","F7HG2_10449","GH29",37.2,"self_id",100
"1311","F7HG2_10449","GH29",37.2,"dbCAN_id",60.6
"1312","F7HG2_13637","GH29",40,"nr_id",64.7
"1313","F7HG2_13637","GH29",40,"self_id",100
"1314","F7HG2_13637","GH29",40,"dbCAN_id",63.3
"1315","F7HG2_14499","GH29",38.7,"nr_id",62.4
"1316","F7HG2_14499","GH29",38.7,"self_id",100
"1317","F7HG2_14499","GH29",38.7,"dbCAN_id",62.4
"1318","F7HG2_17273","GH29",31.8,"nr_id",59.4
"1319","F7HG2_17273","GH29",31.8,"self_id",88.6
"1320","F7HG2_17273","GH29",31.8,"dbCAN_id",58.8
"1321","F7HG2_19288","GH29",33.6,"nr_id",53.4
"1322","F7HG2_19288","GH29",33.6,"self_id",89.3
"1323","F7HG2_19288","GH29",33.6,"dbCAN_id",53.4
"1324","F7HG2_19293","GH29",36.2,"nr_id",62
"1325","F7HG2_19293","GH29",36.2,"self_id",100
"1326","F7HG2_19293","GH29",36.2,"dbCAN_id",59.4
"1327","F7HG2_26448","GH29",31.9,"nr_id",48.5
"1328","F7HG2_26448","GH29",31.9,"self_id",90.6
"1329","F7HG2_26448","GH29",31.9,"dbCAN_id",48.5
"1330","F7HG2_30563","GH29",38.4,"nr_id",62.1
"1331","F7HG2_30563","GH29",38.4,"self_id",99.8
"1332","F7HG2_30563","GH29",38.4,"dbCAN_id",62.1
"1333","F7HG2_31276","GH29",38,"nr_id",61.8
"1334","F7HG2_31276","GH29",38,"self_id",79.8
"1335","F7HG2_31276","GH29",38,"dbCAN_id",61.8
"1336","F7HG2_31601","GH29",42.6,"nr_id",62.9
"1337","F7HG2_31601","GH29",42.6,"self_id",100
"1338","F7HG2_31601","GH29",42.6,"dbCAN_id",48
"1339","F7HG2_34420","GH29",45.5,"nr_id",61
"1340","F7HG2_34420","GH29",45.5,"self_id",100
"1341","F7HG2_34420","GH29",45.5,"dbCAN_id",59.9
"1342","F7HG2_40662","GH29",38.1,"nr_id",62.9
"1343","F7HG2_40662","GH29",38.1,"self_id",90.6
"1344","F7HG2_40662","GH29",38.1,"dbCAN_id",62
"1345","F7HG2_45641","GH29",41.6,"nr_id",63.4
"1346","F7HG2_45641","GH29",41.6,"self_id",100
"1347","F7HG2_45641","GH29",41.6,"dbCAN_id",47.1
"1348","F7HG2_46391","GH29",32.9,"nr_id",56
"1349","F7HG2_46391","GH29",32.9,"self_id",100
"1350","F7HG2_46391","GH29",32.9,"dbCAN_id",54.9
"1351","F7HG2_47706","GH29",33.2,"nr_id",55.1
"1352","F7HG2_47706","GH29",33.2,"self_id",100
"1353","F7HG2_47706","GH29",33.2,"dbCAN_id",53.5
"1354","F7HG2_49353","GH29",32.1,"nr_id",54.5
"1355","F7HG2_49353","GH29",32.1,"self_id",99.8
"1356","F7HG2_49353","GH29",32.1,"dbCAN_id",54.1
"1357","F7HG2_60731","GH29",25.9,"nr_id",67.4
"1358","F7HG2_60731","GH29",25.9,"self_id",75.3
"1359","F7HG2_60731","GH29",25.9,"dbCAN_id",59.3
"1360","F7HG2_61893","GH29",31.5,"nr_id",59.6
"1361","F7HG2_61893","GH29",31.5,"self_id",66.1
"1362","F7HG2_61893","GH29",31.5,"dbCAN_id",59.9
"1363","F7HG2_67583","GH29",26.6,"nr_id",48.3
"1364","F7HG2_67583","GH29",26.6,"self_id",100
"1365","F7HG2_67583","GH29",26.6,"dbCAN_id",46.9
"1366","F7HG2_67655","GH29",33.2,"nr_id",49.3
"1367","F7HG2_67655","GH29",33.2,"self_id",76.4
"1368","F7HG2_67655","GH29",33.2,"dbCAN_id",49.3
"1369","F7HG2_71763","GH29",40.5,"nr_id",72.2
"1370","F7HG2_71763","GH29",40.5,"self_id",100
"1371","F7HG2_71763","GH29",40.5,"dbCAN_id",72.2
"1372","F7HG2_73244","GH29",35,"nr_id",61.5
"1373","F7HG2_73244","GH29",35,"self_id",64.4
"1374","F7HG2_73244","GH29",35,"dbCAN_id",53.4
"1375","F7HG2_76128","GH29",39.7,"nr_id",61.8
"1376","F7HG2_76128","GH29",39.7,"self_id",100
"1377","F7HG2_76128","GH29",39.7,"dbCAN_id",60.1
"1378","F7HG2_85676","GH29",38.8,"nr_id",53
"1379","F7HG2_85676","GH29",38.8,"self_id",100
"1380","F7HG2_85676","GH29",38.8,"dbCAN_id",45.8
"1381","F7HG3_02124","GH29",34,"nr_id",61.2
"1382","F7HG3_02124","GH29",34,"self_id",100
"1383","F7HG3_02124","GH29",34,"dbCAN_id",60
"1384","F7HG3_04871","GH29",29.4,"nr_id",58
"1385","F7HG3_04871","GH29",29.4,"self_id",100
"1386","F7HG3_04871","GH29",29.4,"dbCAN_id",58.4
"1387","F7HG3_05950","GH29",37.2,"nr_id",74.8
"1388","F7HG3_05950","GH29",37.2,"self_id",100
"1389","F7HG3_05950","GH29",37.2,"dbCAN_id",60.6
"1390","F7HG3_10270","GH29",36,"nr_id",76.4
"1391","F7HG3_10270","GH29",36,"self_id",100
"1392","F7HG3_10270","GH29",36,"dbCAN_id",60
