longBGC	MAG	query	class	product	length (kb)	completeness	best hit	distance	novel	complete+novel	short-BGC	taxonomy
R1_28_bin.8-c00071_NODE_53...region001	R1_28_bin.8	bacteria-773e21fb-6eb8-4a7e-b97d-61262ac8d775	Others	betalactone	19.22	Fragmented	GCF_00781	793	FALSE	FALSE	c00071_NODE_53...region001	Gammaproteobacteria
R1_28_bin.8-c00075_NODE_60...region001	R1_28_bin.8	bacteria-773e21fb-6eb8-4a7e-b97d-61262ac8d775	RiPPs	RiPP-like	7.95	Fragmented	GCF_00001	437	FALSE	FALSE	c00075_NODE_60...region001	Gammaproteobacteria
R1_28_bin.8-c00087_NODE_78...region001	R1_28_bin.8	bacteria-773e21fb-6eb8-4a7e-b97d-61262ac8d775	Others	ectoine	6.3	Fragmented	GCF_00822	586	FALSE	FALSE	c00087_NODE_78...region001	Gammaproteobacteria
R1_28_bin.9-c00003_NODE_11...region001	R1_28_bin.9	bacteria-07e2e104-9a0a-4f42-9d9e-d46e2cff882d	NRPS	NRPS	11.89	Fragmented	GCF_03020	662	FALSE	FALSE	c00003_NODE_11...region001	Bacteroidota
R1_28_bin.9-c00053_NODE_32...region001	R1_28_bin.9	bacteria-07e2e104-9a0a-4f42-9d9e-d46e2cff882d	Others	arylpolyene	6.6	Fragmented	GCF_01379	712	FALSE	FALSE	c00053_NODE_32...region001	Bacteroidota
R1_38_bin.1-c00138_NODE_14...region001	R1_38_bin.1	bacteria-77f85cad-c2a6-44aa-af98-72482862adfe	RiPPs	RRE-containing	5.5	Fragmented	GCF_00001	468	FALSE	FALSE	c00138_NODE_14...region001	Bacillota
R1_43_bin.1-c00006_NODE_6_...region001	R1_43_bin.1	bacteria-90c3c550-15f6-4295-a252-6af3b4fdf64c	Others	betalactone	25.73	Complete	GCF_00781	1201	TRUE	TRUE	c00006_NODE_6_...region001	Gammaproteobacteria
R1_43_bin.1-c00204_NODE_50...region001	R1_43_bin.1	bacteria-90c3c550-15f6-4295-a252-6af3b4fdf64c	Others	ladderane	5.46	Fragmented	GCF_00778	1178	TRUE	FALSE	c00204_NODE_50...region001	Gammaproteobacteria
R1_43_bin.1-c00023_NODE_27...region001	R1_43_bin.1	bacteria-90c3c550-15f6-4295-a252-6af3b4fdf64c	Others	siderophore	10.31	Fragmented	GCF_01140	706	FALSE	FALSE	c00023_NODE_27...region001	Gammaproteobacteria
R1_43_bin.2-c00049_NODE_14...region001	R1_43_bin.2	bacteria-6e3466da-95f0-4b41-8158-4c95a333f8e9	RiPPs	RiPP-like	6.7	Fragmented	GCF_00001	671	FALSE	FALSE	c00049_NODE_14...region001	Gammaproteobacteria
R1_43_bin.3-c00366_NODE_18...region001	R1_43_bin.3	bacteria-04aac13b-e4d1-43a0-a792-277fc023829d	Terpene	terpene	2.15	Fragmented	GCF_14332	482	FALSE	FALSE	c00366_NODE_18...region001	Bacillota
R1_6_bin.1-c00059_NODE_91...region001	R1_6_bin.1	bacteria-9850b4e6-364e-4073-a6e4-3cf8fb0977ac	NRPS	NRPS-like	12.07	Fragmented	GCF_10776	969	TRUE	FALSE	c00059_NODE_91...region001	Bacteroidota
R1_6_bin.10-c00001_NODE_1_...region001	R1_6_bin.10	bacteria-2afb5e38-9821-493e-bb23-83cd15199ce9	RiPPs	cyclic-lactone-autoinducer	20.83	Complete	GCF_00001	1160	TRUE	TRUE	c00001_NODE_1_...region001	Bacillota
R1_6_bin.10-c00004_NODE_13...region001	R1_6_bin.10	bacteria-2afb5e38-9821-493e-bb23-83cd15199ce9	Others	NRPS.transAT-PKS.ranthipeptide	61.86	Complete	GCF_03529	1679	TRUE	TRUE	c00004_NODE_13...region001	Bacillota
R1_6_bin.10-c00003_NODE_11...region001	R1_6_bin.10	bacteria-2afb5e38-9821-493e-bb23-83cd15199ce9	RiPPs	RiPP-like	10.3	Complete	GCF_00001	389	FALSE	FALSE	c00003_NODE_11...region001	Bacillota
R1_6_bin.11-c00034_NODE_30...region001	R1_6_bin.11	bacteria-c50f9cb5-da57-4593-8202-636b217dfe4c	RiPPs	RiPP-like	10.86	Complete	GCF_00001	506	FALSE	FALSE	c00034_NODE_30...region001	Gammaproteobacteria
R1_6_bin.11-c00041_NODE_35...region001	R1_6_bin.11	bacteria-c50f9cb5-da57-4593-8202-636b217dfe4c	Others	betalactone	20.16	Fragmented	GCF_00781	837	FALSE	FALSE	c00041_NODE_35...region001	Gammaproteobacteria
R1_6_bin.12-c00001_NODE_4_...region001	R1_6_bin.12	bacteria-ef0b9263-5397-4e24-8221-514e947b1939	RiPPs	RRE-containing	21.1	Complete	GCF_00001	467	FALSE	FALSE	c00001_NODE_4_...region001	Gammaproteobacteria
R1_6_bin.12-c00007_NODE_24...region001	R1_6_bin.12	bacteria-ef0b9263-5397-4e24-8221-514e947b1939	Others	betalactone	25.45	Complete	GCF_00781	737	FALSE	FALSE	c00007_NODE_24...region001	Gammaproteobacteria
R1_6_bin.12-c00002_NODE_5_...region001	R1_6_bin.12	bacteria-ef0b9263-5397-4e24-8221-514e947b1939	RiPPs	RiPP-like	11.64	Complete	GCF_00692	768	FALSE	FALSE	c00002_NODE_5_...region001	Gammaproteobacteria
R1_6_bin.12-c00002_NODE_5_...region002	R1_6_bin.12	bacteria-ef0b9263-5397-4e24-8221-514e947b1939	RiPPs	thiopeptide	26.13	Complete	GCF_06872	259	FALSE	FALSE	c00002_NODE_5_...region002	Gammaproteobacteria
R1_6_bin.14-c00009_NODE_22...region001	R1_6_bin.14	bacteria-75900b58-6e3b-49cd-b4e0-a03619035613	Others	furan	20.99	Complete	GCF_00001	883	FALSE	FALSE	c00009_NODE_22...region001	Gammaproteobacteria
R1_6_bin.14-c00144_NODE_86...region001	R1_6_bin.14	bacteria-75900b58-6e3b-49cd-b4e0-a03619035613	NRPS	NRPS	12.55	Fragmented	GCF_02242	698	FALSE	FALSE	c00144_NODE_86...region001	Gammaproteobacteria
R1_6_bin.14-c00018_NODE_25...region001	R1_6_bin.14	bacteria-75900b58-6e3b-49cd-b4e0-a03619035613	Others	betalactone	20.9	Fragmented	GCF_00781	708	FALSE	FALSE	c00018_NODE_25...region001	Gammaproteobacteria
R1_6_bin.14-c00328_NODE_20...region001	R1_6_bin.14	bacteria-75900b58-6e3b-49cd-b4e0-a03619035613	Others	ectoine	5.11	Fragmented	GCF_00001	775	FALSE	FALSE	c00328_NODE_20...region001	Gammaproteobacteria
R1_6_bin.14-c00085_NODE_57...region001	R1_6_bin.14	bacteria-75900b58-6e3b-49cd-b4e0-a03619035613	RiPPs	RiPP-like	8.92	Fragmented	GCF_00001	429	FALSE	FALSE	c00085_NODE_57...region001	Gammaproteobacteria
R1_6_bin.14-c00376_NODE_26...region001	R1_6_bin.14	bacteria-75900b58-6e3b-49cd-b4e0-a03619035613	Others	ectoine	4.66	Fragmented	GCF_00822	399	FALSE	FALSE	c00376_NODE_26...region001	Gammaproteobacteria
R1_6_bin.14-c00431_NODE_37...region001	R1_6_bin.14	bacteria-75900b58-6e3b-49cd-b4e0-a03619035613	RiPPs	RiPP-like	3.56	Fragmented	GCF_00001	597	FALSE	FALSE	c00431_NODE_37...region001	Gammaproteobacteria
R1_6_bin.15-c00005_NODE_54...region001	R1_6_bin.15	bacteria-8ba6e412-ebe1-4a62-b906-e4131adac195	NRPS	NRPS	46.79	Fragmented	GCF_04585	1355	TRUE	FALSE	c00005_NODE_54...region001	Bacillota
R1_6_bin.15-c00018_NODE_15...region001	R1_6_bin.15	bacteria-8ba6e412-ebe1-4a62-b906-e4131adac195	Others	betalactone	14.93	Fragmented	GCF_18925	443	FALSE	FALSE	c00018_NODE_15...region001	Bacillota
R1_6_bin.16-c00005_NODE_79...region001	R1_6_bin.16	bacteria-e00a798c-4bae-4bdf-a927-63f5abba75c6	Terpene	terpene	20.84	Complete	GCF_01384	865	FALSE	FALSE	c00005_NODE_79...region001	Bacteroidota
R1_6_bin.16-c00038_NODE_38...region001	R1_6_bin.16	bacteria-e00a798c-4bae-4bdf-a927-63f5abba75c6	RiPPs	RRE-containing	16.46	Fragmented	GCF_00001	800	FALSE	FALSE	c00038_NODE_38...region001	Bacteroidota
R1_6_bin.16-c00008_NODE_10...region001	R1_6_bin.16	bacteria-e00a798c-4bae-4bdf-a927-63f5abba75c6	Others	arylpolyene	47.11	Fragmented	GCF_04722	1348	TRUE	FALSE	c00008_NODE_10...region001	Bacteroidota
R1_6_bin.3-c00004_NODE_75...region001	R1_6_bin.3	bacteria-75d9cf43-7d6b-44cc-9544-9199bb276cb8	NRPS	NRPS-like	13.9	Fragmented	GCF_10776	1020	TRUE	FALSE	c00004_NODE_75...region001	Bacteroidota
R1_6_bin.3-c00118_NODE_26...region001	R1_6_bin.3	bacteria-75d9cf43-7d6b-44cc-9544-9199bb276cb8	NRPS	NRPS	4.69	Fragmented	GCF_00012	439	FALSE	FALSE	c00118_NODE_26...region001	Bacteroidota
R1_6_bin.4-c00002_NODE_6_...region001	R1_6_bin.4	bacteria-efcec35c-9da0-4f3c-9b4b-c27ec1c846e4	RiPPs	ranthipeptide	21.58	Complete	GCF_05775	764	FALSE	FALSE	c00002_NODE_6_...region001	Bacillota
R1_6_bin.5-c00021_NODE_22...region001	R1_6_bin.5	bacteria-2ae9890e-9627-4fb0-bf0e-2053fef9684d	RiPPs	ranthipeptide	21.37	Complete	GCF_05012	1041	TRUE	TRUE	c00021_NODE_22...region001	Bacillota
R1_6_bin.7-c00011_NODE_95...region001	R1_6_bin.7	bacteria-30bc30d0-dcc3-4ac4-9a27-f6f32119ef4a	RiPPs	ranthipeptide	12.59	Fragmented	GCF_05012	1246	TRUE	FALSE	c00011_NODE_95...region001	Bacillota
R1_6_bin.8-c00003_NODE_39...region001	R1_6_bin.8	bacteria-6382adea-1f24-4ea4-8be9-1c24d2146149	Terpene	terpene	20.88	Complete	GCF_01384	734	FALSE	FALSE	c00003_NODE_39...region001	Bacteroidota
R1_6_bin.8-c00022_NODE_31...region001	R1_6_bin.8	bacteria-6382adea-1f24-4ea4-8be9-1c24d2146149	RiPPs	RRE-containing	11.15	Fragmented	GCF_00001	469	FALSE	FALSE	c00022_NODE_31...region001	Bacteroidota
R2_24_bin.1-c00001_NODE_15...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	PKS-NRP_Hybrids	transAT-PKS.NRPS-like	52.88	Complete	GCF_03529	2036	TRUE	TRUE	c00001_NODE_15...region001	Bacillota
R2_24_bin.1-c00007_NODE_33...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	NRPS	NRPS	54.79	Complete	GCF_09300	1469	TRUE	TRUE	c00007_NODE_33...region001	Bacillota
R2_24_bin.1-c00011_NODE_42...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	RiPPs	lanthipeptide-class-i	26.33	Complete	GCF_01604	913	TRUE	TRUE	c00011_NODE_42...region001	Bacillota
R2_24_bin.1-c00012_NODE_43...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	NRPS	NRPS	22.93	Fragmented	GCF_00012	1119	TRUE	FALSE	c00012_NODE_43...region001	Bacillota
R2_24_bin.1-c00013_NODE_47...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	RiPPs	ranthipeptide	21.36	Complete	GCF_05012	788	FALSE	FALSE	c00013_NODE_47...region001	Bacillota
R2_24_bin.1-c00015_NODE_49...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	Others	NRPS.RRE-containing	26.75	Fragmented	GCF_00012	864	FALSE	FALSE	c00015_NODE_49...region001	Bacillota
R2_24_bin.1-c00016_NODE_50...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	RiPPs	cyclic-lactone-autoinducer	16.21	Fragmented	GCF_00001	743	FALSE	FALSE	c00016_NODE_50...region001	Bacillota
R2_24_bin.1-c00050_NODE_10...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	Others	ladderane.NRPS-like	29.29	Fragmented	GCF_11338	2075	TRUE	FALSE	c00050_NODE_10...region001	Bacillota
R2_24_bin.1-c00056_NODE_10...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	NRPS	NRPS	25.17	Fragmented	GCF_00012	793	FALSE	FALSE	c00056_NODE_10...region001	Bacillota
R2_24_bin.1-c00087_NODE_18...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	RiPPs	LAP	15.63	Fragmented	GCF_00361	705	FALSE	FALSE	c00087_NODE_18...region001	Bacillota
R2_24_bin.1-c00100_NODE_24...region001	R2_24_bin.1	bacteria-664ee945-1057-42b7-91f7-862933aaa3b4	NRPS	NRPS	11.02	Fragmented	GCF_03020	831	FALSE	FALSE	c00100_NODE_24...region001	Bacillota
R2_24_bin.2-c00001_NODE_8_...region001	R2_24_bin.2	bacteria-29317b8b-828b-4230-9a78-4b7ed9d5cf77	RiPPs	cyclic-lactone-autoinducer	20.57	Complete	GCF_00001	755	FALSE	FALSE	c00001_NODE_8_...region001	Bacillota
R2_24_bin.2-c00004_NODE_14...region001	R2_24_bin.2	bacteria-29317b8b-828b-4230-9a78-4b7ed9d5cf77	RiPPs	ranthipeptide	21.38	Complete	GCF_06432	830	FALSE	FALSE	c00004_NODE_14...region001	Bacillota
R2_24_bin.2-c00005_NODE_16...region001	R2_24_bin.2	bacteria-29317b8b-828b-4230-9a78-4b7ed9d5cf77	RiPPs	cyclic-lactone-autoinducer	13.16	Fragmented	GCF_00001	391	FALSE	FALSE	c00005_NODE_16...region001	Bacillota
R2_24_bin.3-c00001_NODE_1_...region001	R2_24_bin.3	bacteria-4f691f02-9434-430d-9a79-0e255408f254	RiPPs	cyclic-lactone-autoinducer	20.72	Complete	GCF_15817	1006	TRUE	TRUE	c00001_NODE_1_...region001	Bacillota
R2_24_bin.3-c00004_NODE_6_...region001	R2_24_bin.3	bacteria-4f691f02-9434-430d-9a79-0e255408f254	RiPPs	ranthipeptide	21.72	Complete	GCF_10531	523	FALSE	FALSE	c00004_NODE_6_...region001	Bacillota
R2_24_bin.3-c00003_NODE_4_...region001	R2_24_bin.3	bacteria-4f691f02-9434-430d-9a79-0e255408f254	RiPPs	cyclic-lactone-autoinducer	20.62	Complete	GCF_00001	1019	TRUE	TRUE	c00003_NODE_4_...region001	Bacillota
R2_24_bin.4-c00001_NODE_2_...region001	R2_24_bin.4	bacteria-663ac171-ea34-4855-9940-25880f8f86b4	RiPPs	thiopeptide	50.65	Complete	GCF_14504	605	FALSE	FALSE	c00001_NODE_2_...region001	Desulfovibrionales
R2_24_bin.4-c00006_NODE_19...region001	R2_24_bin.4	bacteria-663ac171-ea34-4855-9940-25880f8f86b4	RiPPs	RRE-containing	20.4	Complete	GCF_00001	641	FALSE	FALSE	c00006_NODE_19...region001	Desulfovibrionales
R2_24_bin.4-c00002_NODE_5_...region001	R2_24_bin.4	bacteria-663ac171-ea34-4855-9940-25880f8f86b4	Others	betalactone	31.19	Complete	GCF_14503	422	FALSE	FALSE	c00002_NODE_5_...region001	Desulfovibrionales
R2_24_bin.4-c00005_NODE_12...region001	R2_24_bin.4	bacteria-663ac171-ea34-4855-9940-25880f8f86b4	NRPS	NRPS	46.33	Complete	GCF_11258	1633	TRUE	TRUE	c00005_NODE_12...region001	Desulfovibrionales
R2_24_bin.4-c00002_NODE_5_...region002	R2_24_bin.4	bacteria-663ac171-ea34-4855-9940-25880f8f86b4	RiPPs	RRE-containing	21.44	Complete	GCF_05012	642	FALSE	FALSE	c00002_NODE_5_...region002	Desulfovibrionales
R2_24_bin.5-c00047_NODE_17...region001	R2_24_bin.5	bacteria-42e1c4fd-c9bf-43f4-9d4d-bddd1cb1e681	RiPPs	LAP	16.57	Fragmented	GCF_01217	1212	TRUE	FALSE	c00047_NODE_17...region001	Desulfovibrionales
R2_26_bin.1-c00053_NODE_28...region001	R2_26_bin.1	bacteria-f71e04ad-4fdd-41d0-a2dd-bd30f33e4c87	RiPPs	LAP	19.77	Fragmented	GCF_01217	1237	TRUE	FALSE	c00053_NODE_28...region001	Desulfovibrionales
R2_26_bin.2-c00001_NODE_1_...region001	R2_26_bin.2	bacteria-916650f9-d4b5-4b97-879e-1d167cfe42f1	RiPPs	RRE-containing	16.24	Complete	GCF_05012	826	FALSE	FALSE	c00001_NODE_1_...region001	Bacillota
R2_26_bin.2-c00001_NODE_1_...region002	R2_26_bin.2	bacteria-916650f9-d4b5-4b97-879e-1d167cfe42f1	RiPPs	RRE-containing	21.43	Complete	GCF_05012	953	TRUE	TRUE	c00001_NODE_1_...region002	Bacillota
R2_26_bin.2-c00003_NODE_3_...region001	R2_26_bin.2	bacteria-916650f9-d4b5-4b97-879e-1d167cfe42f1	RiPPs	ranthipeptide	21.65	Complete	GCF_05012	1340	TRUE	TRUE	c00003_NODE_3_...region001	Bacillota
R2_26_bin.3-c00009_NODE_98...region001	R2_26_bin.3	bacteria-57d9053b-24dd-47be-ace9-292004ec52db	RiPPs	lanthipeptide-class-i	25.28	Fragmented	GCF_17627	1013	TRUE	FALSE	c00009_NODE_98...region001	Bacillota
R2_26_bin.3-c00021_NODE_15...region001	R2_26_bin.3	bacteria-57d9053b-24dd-47be-ace9-292004ec52db	RiPPs	RRE-containing	11.12	Fragmented	GCF_05012	874	FALSE	FALSE	c00021_NODE_15...region001	Bacillota
R2_26_bin.3-c00032_NODE_20...region001	R2_26_bin.3	bacteria-57d9053b-24dd-47be-ace9-292004ec52db	RiPPs	cyclic-lactone-autoinducer	12.18	Fragmented	GCF_00001	743	FALSE	FALSE	c00032_NODE_20...region001	Bacillota
R2_26_bin.3-c00037_NODE_22...region001	R2_26_bin.3	bacteria-57d9053b-24dd-47be-ace9-292004ec52db	PKS-NRP_Hybrids	transAT-PKS.NRPS-like	24.08	Fragmented	GCF_04212	1614	TRUE	FALSE	c00037_NODE_22...region001	Bacillota
R2_26_bin.3-c00150_NODE_52...region001	R2_26_bin.3	bacteria-57d9053b-24dd-47be-ace9-292004ec52db	NRPS	NRPS	10.31	Fragmented	GCF_00012	623	FALSE	FALSE	c00150_NODE_52...region001	Bacillota
R2_26_bin.3-c00254_NODE_84...region001	R2_26_bin.3	bacteria-57d9053b-24dd-47be-ace9-292004ec52db	PKSI	T1PKS	6.01	Fragmented	GCF_04212	756	FALSE	FALSE	c00254_NODE_84...region001	Bacillota
R2_26_bin.3-c00328_NODE_10...region001	R2_26_bin.3	bacteria-57d9053b-24dd-47be-ace9-292004ec52db	RiPPs	ranthipeptide	4.51	Fragmented	GCF_05012	496	FALSE	FALSE	c00328_NODE_10...region001	Bacillota
R2_26_bin.4-c00012_NODE_37...region001	R2_26_bin.4	bacteria-83b8902e-da51-44c5-bcff-b37120211d70	RiPPs	RRE-containing	20.36	Complete	GCF_00692	873	FALSE	FALSE	c00012_NODE_37...region001	Bacillota
R2_26_bin.4-c00024_NODE_17...region001	R2_26_bin.4	bacteria-83b8902e-da51-44c5-bcff-b37120211d70	RiPPs	ranthipeptide	11.88	Fragmented	GCF_05012	793	FALSE	FALSE	c00024_NODE_17...region001	Bacillota
R2_26_bin.5-c00001_NODE_7_...region001	R2_26_bin.5	bacteria-280c91c4-8cd8-4bf9-8b40-0bd3952dc0f0	RiPPs	thiopeptide	51.21	Complete	GCF_14504	605	FALSE	FALSE	c00001_NODE_7_...region001	Desulfovibrionales
R2_26_bin.5-c00005_NODE_16...region001	R2_26_bin.5	bacteria-280c91c4-8cd8-4bf9-8b40-0bd3952dc0f0	Others	betalactone	31.19	Complete	GCF_14503	431	FALSE	FALSE	c00005_NODE_16...region001	Desulfovibrionales
R2_26_bin.5-c00017_NODE_42...region001	R2_26_bin.5	bacteria-280c91c4-8cd8-4bf9-8b40-0bd3952dc0f0	PKS-NRP_Hybrids	NRPS.T1PKS	49.95	Fragmented	GCF_09993	1392	TRUE	FALSE	c00017_NODE_42...region001	Desulfovibrionales
R2_26_bin.5-c00020_NODE_51...region001	R2_26_bin.5	bacteria-280c91c4-8cd8-4bf9-8b40-0bd3952dc0f0	RiPPs	RRE-containing	12.19	Fragmented	GCF_00001	533	FALSE	FALSE	c00020_NODE_51...region001	Desulfovibrionales
R2_26_bin.6-c00016_NODE_12...region001	R2_26_bin.6	bacteria-b81e250c-f7e1-4a4a-a84a-b07d7495bf92	NRPS	NRPS-like	22.54	Fragmented	GCF_15528	1147	TRUE	FALSE	c00016_NODE_12...region001	Fusobacteriota
R2_26_bin.6-c00018_NODE_13...region001	R2_26_bin.6	bacteria-b81e250c-f7e1-4a4a-a84a-b07d7495bf92	NRPS	NRPS-like	29.46	Fragmented	GCF_07410	1010	TRUE	FALSE	c00018_NODE_13...region001	Fusobacteriota
R2_26_bin.6-c00057_NODE_38...region001	R2_26_bin.6	bacteria-b81e250c-f7e1-4a4a-a84a-b07d7495bf92	RiPPs	RiPP-like	10.16	Fragmented	GCF_00001	503	FALSE	FALSE	c00057_NODE_38...region001	Fusobacteriota
R2_8_bin.1-c00011_NODE_53...region001	R2_8_bin.1	bacteria-6a98f5f9-7c04-4604-87bf-4f18c558e228	Terpene	terpene	13.17	Fragmented	GCF_03355	522	FALSE	FALSE	c00011_NODE_53...region001	Bacillota
R2_8_bin.1-c00080_NODE_13...region001	R2_8_bin.1	bacteria-6a98f5f9-7c04-4604-87bf-4f18c558e228	PKSother	T3PKS	12.39	Fragmented	GCF_01199	506	FALSE	FALSE	c00080_NODE_13...region001	Bacillota
R2_8_bin.2-c00001_NODE_1_...region001	R2_8_bin.2	bacteria-91c10c09-e878-492b-8670-3cb44f283678	RiPPs	thiopeptide	26.64	Complete	GCF_06872	213	FALSE	FALSE	c00001_NODE_1_...region001	Gammaproteobacteria
R2_8_bin.2-c00004_NODE_5_...region001	R2_8_bin.2	bacteria-91c10c09-e878-492b-8670-3cb44f283678	Others	arylpolyene	43.6	Complete	GCF_24463	444	FALSE	FALSE	c00004_NODE_5_...region001	Gammaproteobacteria
R2_8_bin.2-c00003_NODE_4_...region001	R2_8_bin.2	bacteria-91c10c09-e878-492b-8670-3cb44f283678	NRPS	NRPS	43.89	Complete	GCF_00775	1306	TRUE	TRUE	c00003_NODE_4_...region001	Gammaproteobacteria
R2_8_bin.2-c00011_NODE_23...region001	R2_8_bin.2	bacteria-91c10c09-e878-492b-8670-3cb44f283678	RiPPs	RiPP-like	8.28	Fragmented	GCF_00001	748	FALSE	FALSE	c00011_NODE_23...region001	Gammaproteobacteria
R2_8_bin.2-c00014_NODE_28...region001	R2_8_bin.2	bacteria-91c10c09-e878-492b-8670-3cb44f283678	Terpene	terpene	23.54	Complete	GCF_01483	1016	TRUE	TRUE	c00014_NODE_28...region001	Gammaproteobacteria
R2_8_bin.3-c00112_NODE_41...region001	R2_8_bin.3	bacteria-adfa9bbe-c044-41f6-9040-bd2a31242b46	RiPPs	ranthipeptide	3.63	Fragmented	GCF_05012	438	FALSE	FALSE	c00112_NODE_41...region001	Bacillota
R2_8_bin.4-c00001_NODE_2_...region001	R2_8_bin.4	bacteria-7603a98f-e869-4384-8de0-3edd8851da7a	RiPPs	cyclic-lactone-autoinducer	20.57	Complete	GCF_00001	755	FALSE	FALSE	c00001_NODE_2_...region001	Bacillota
R2_8_bin.4-c00011_NODE_25...region001	R2_8_bin.4	bacteria-7603a98f-e869-4384-8de0-3edd8851da7a	RiPPs	cyclic-lactone-autoinducer	13.16	Fragmented	GCF_00001	391	FALSE	FALSE	c00011_NODE_25...region001	Bacillota
R2_8_bin.4-c00004_NODE_8_...region001	R2_8_bin.4	bacteria-7603a98f-e869-4384-8de0-3edd8851da7a	RiPPs	ranthipeptide	21.38	Complete	GCF_06432	830	FALSE	FALSE	c00004_NODE_8_...region001	Bacillota
